"","e1_pr","e1_vol","e1_s1","e1_s2","e1_s3","e1_s4","e1_s5","e1_mean","e1_var","e2_pr","e2_vol","e2_s1","e2_s2","e2_s3","e2_s4","e2_s5","e2_mean","e2_var","b1_pr","b1_vol","b1_s1","b1_s2","b1_s3","b1_s4","b1_s5","b1_mean","b1_var","b2_pr","b2_vol","b2_s1","b2_s2","b2_s3","b2_s4","b2_s5","b2_mean","b2_var"
"5484",24.99,11514,0.53,0.37,0.06,0.02,0.02,4.4,0.7,24.99,15237,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,8290,0.86,0.03,0.02,0.01,0.08,4.6,1.3,16.99,15642,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"5485",28.99,12504,0.62,0.32,0.02,0.02,0.02,4.5,0.68,26.99,18591,0.62,0.31,0.03,0.01,0.03,4.5,0.7,14.99,15581,0.72,0.12,0.08,0.01,0.07,4.4,1.28,18.99,17945,0.69,0.15,0.08,0.02,0.06,4.4,1.28
"5486",24.99,7070,0.63,0.3,0.03,0.01,0.03,4.5,0.7,26.99,16997,0.61,0.23,0.14,0.01,0.01,4.4,0.71,18.99,9605,0.65,0.22,0.06,0.03,0.04,4.4,0.99,18.99,18083,0.75,0.12,0.07,0.02,0.04,4.5,1.02
"5487",28.99,19638,0.66,0.2,0.11,0.02,0.01,4.5,0.69,24.99,6898,0.71,0.18,0.04,0.02,0.05,4.5,1,16.99,16886,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,6594,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"5488",26.99,12598,0.8,0.11,0.02,0.01,0.06,4.6,1.01,28.99,16934,0.76,0.12,0.09,0.02,0.01,4.6,0.69,16.99,13197,0.75,0.12,0.07,0.02,0.04,4.5,1.02,16.99,14273,0.78,0.11,0.08,0.01,0.02,4.6,0.7
"5489",24.99,16062,0.68,0.12,0.12,0.07,0.01,4.4,1,28.99,7275,0.53,0.37,0.06,0.02,0.02,4.4,0.7,16.99,13153,0.78,0.12,0.01,0.01,0.08,4.5,1.31,16.99,9054,0.74,0.11,0.08,0.04,0.03,4.5,1
"5490",26.99,14242,0.7,0.2,0.03,0.03,0.04,4.5,0.99,28.99,19143,0.68,0.12,0.12,0.07,0.01,4.4,1,14.99,14587,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,10214,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"5491",24.99,19681,0.71,0.11,0.1,0.01,0.07,4.4,1.32,26.99,10457,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,16579,0.76,0.12,0.09,0.02,0.01,4.6,0.69,14.99,19162,0.78,0.11,0.08,0.01,0.02,4.6,0.7
"5492",26.99,7032,0.57,0.32,0.07,0.03,0.01,4.4,0.7,24.99,12755,0.64,0.24,0.05,0.03,0.04,4.4,1,14.99,18865,0.8,0.09,0.02,0.02,0.07,4.5,1.29,16.99,19430,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"5493",24.99,14575,0.55,0.33,0.09,0.01,0.02,4.4,0.72,28.99,5664,0.73,0.1,0.09,0.01,0.07,4.4,1.3,16.99,5791,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,14541,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"5494",28.99,11500,0.53,0.37,0.06,0.02,0.02,4.4,0.7,28.99,9740,0.79,0.13,0.01,0.01,0.06,4.6,1,14.99,8640,0.77,0.12,0.02,0.01,0.08,4.5,1.31,18.99,6256,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"5495",24.99,15478,0.82,0.06,0.05,0.03,0.04,4.6,1.02,24.99,16078,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,14548,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,12039,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"5496",28.99,11330,0.57,0.32,0.07,0.03,0.01,4.4,0.7,26.99,13685,0.53,0.37,0.06,0.02,0.02,4.4,0.7,18.99,19946,0.88,0.01,0.01,0.03,0.07,4.6,1.28,18.99,13411,0.7,0.2,0.03,0.03,0.04,4.5,1.01
"5497",28.99,17974,0.69,0.15,0.08,0.02,0.06,4.4,1.28,26.99,19129,0.64,0.24,0.05,0.03,0.04,4.4,1,16.99,11190,0.66,0.17,0.12,0.01,0.04,4.4,0.99,16.99,9742,0.86,0.03,0.02,0.01,0.08,4.6,1.3
"5498",28.99,16936,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,13979,0.77,0.11,0.09,0.01,0.02,4.6,0.72,18.99,13603,0.53,0.37,0.06,0.02,0.02,4.4,0.7,14.99,12551,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"5499",24.99,7131,0.78,0.11,0.08,0.01,0.02,4.6,0.7,24.99,15080,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,13947,0.61,0.3,0.02,0.02,0.05,4.4,0.99,14.99,13228,0.86,0.04,0.01,0.01,0.08,4.6,1.3
"5500",24.99,6137,0.62,0.32,0.02,0.02,0.02,4.5,0.68,28.99,12248,0.55,0.33,0.09,0.01,0.02,4.4,0.72,18.99,5544,0.66,0.17,0.12,0.01,0.04,4.4,0.99,18.99,5924,0.69,0.17,0.04,0.04,0.06,4.4,1.3
"5501",26.99,19512,0.55,0.35,0.07,0.01,0.02,4.4,0.7,28.99,7237,0.8,0.11,0.02,0.01,0.06,4.6,1.01,16.99,5724,0.77,0.11,0.09,0.01,0.02,4.6,0.72,16.99,13656,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"5502",24.99,15218,0.77,0.11,0.09,0.02,0.01,4.6,0.71,24.99,7002,0.81,0.11,0.01,0.02,0.05,4.6,1,18.99,11370,0.55,0.38,0.03,0.01,0.03,4.4,0.71,18.99,9233,0.87,0.02,0.02,0.02,0.07,4.6,1.28
"5503",28.99,14417,0.77,0.11,0.07,0.04,0.01,4.6,0.7,24.99,14880,0.75,0.1,0.07,0.06,0.02,4.5,0.99,14.99,10919,0.73,0.1,0.09,0.01,0.07,4.4,1.3,14.99,14436,0.71,0.11,0.1,0.01,0.07,4.4,1.32
"5504",26.99,17459,0.77,0.12,0.02,0.01,0.08,4.5,1.31,26.99,9607,0.71,0.18,0.04,0.02,0.05,4.5,1,14.99,13103,0.73,0.18,0.04,0.03,0.02,4.6,0.69,14.99,14871,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"5505",26.99,10190,0.63,0.3,0.03,0.01,0.03,4.5,0.7,24.99,14185,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,12004,0.73,0.18,0.04,0.03,0.02,4.6,0.69,16.99,10448,0.8,0.09,0.02,0.02,0.07,4.5,1.29
"5506",24.99,9463,0.55,0.35,0.07,0.01,0.02,4.4,0.7,26.99,17405,0.57,0.32,0.07,0.03,0.01,4.4,0.7,16.99,11554,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,18254,0.8,0.08,0.01,0.05,0.06,4.5,1.3
"5507",26.99,9120,0.81,0.11,0.01,0.02,0.05,4.6,1,28.99,10809,0.68,0.18,0.12,0.01,0.01,4.5,0.7,16.99,9994,0.86,0.03,0.02,0.01,0.08,4.6,1.3,18.99,16115,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"5508",26.99,19994,0.8,0.08,0.03,0.01,0.08,4.5,1.31,28.99,18886,0.87,0.02,0.02,0.01,0.08,4.6,1.29,16.99,19912,0.69,0.15,0.08,0.02,0.06,4.4,1.28,14.99,18434,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"5509",28.99,7806,0.65,0.22,0.06,0.03,0.04,4.4,0.99,24.99,9865,0.71,0.11,0.1,0.01,0.07,4.4,1.32,16.99,16630,0.87,0.01,0.02,0.03,0.07,4.6,1.29,16.99,9835,0.61,0.23,0.14,0.01,0.01,4.4,0.71
"5510",24.99,19355,0.81,0.08,0.03,0.04,0.04,4.6,1,28.99,13669,0.69,0.15,0.08,0.02,0.06,4.4,1.28,16.99,10557,0.57,0.32,0.07,0.03,0.01,4.4,0.7,16.99,9071,0.72,0.14,0.04,0.03,0.07,4.4,1.32
"5511",24.99,12610,0.7,0.2,0.03,0.03,0.04,4.5,1.01,24.99,13110,0.88,0.01,0.01,0.03,0.07,4.6,1.28,16.99,16762,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,15552,0.79,0.13,0.01,0.01,0.06,4.6,1
"5512",24.99,16601,0.82,0.06,0.04,0.04,0.04,4.6,1,28.99,8955,0.77,0.11,0.09,0.02,0.01,4.6,0.71,14.99,13311,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,15042,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"5513",28.99,5822,0.7,0.2,0.03,0.03,0.04,4.5,1.01,28.99,17065,0.87,0.02,0.02,0.01,0.08,4.6,1.32,14.99,16214,0.7,0.2,0.03,0.03,0.04,4.5,0.99,18.99,8097,0.77,0.12,0.02,0.01,0.08,4.5,1.31
"5514",24.99,10847,0.77,0.11,0.07,0.04,0.01,4.6,0.7,26.99,16693,0.79,0.09,0.01,0.05,0.06,4.5,1.3,14.99,15822,0.77,0.11,0.07,0.04,0.01,4.6,0.7,14.99,10763,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"5515",28.99,9387,0.87,0.02,0.02,0.02,0.07,4.6,1.28,24.99,6208,0.77,0.11,0.07,0.04,0.01,4.6,0.7,14.99,11789,0.66,0.14,0.14,0.03,0.03,4.4,1.02,18.99,13762,0.75,0.16,0.05,0.02,0.02,4.6,0.71
"5516",28.99,13862,0.87,0.01,0.01,0.05,0.06,4.6,1.28,24.99,14358,0.67,0.17,0.1,0.02,0.04,4.4,1.01,14.99,11855,0.75,0.16,0.05,0.02,0.02,4.6,0.71,16.99,7450,0.77,0.11,0.09,0.02,0.01,4.6,0.71
"5517",26.99,14247,0.52,0.41,0.03,0.01,0.03,4.4,0.68,26.99,11269,0.71,0.16,0.05,0.01,0.07,4.4,1.3,18.99,13187,0.57,0.28,0.11,0.03,0.01,4.4,0.72,18.99,8457,0.54,0.41,0.01,0.01,0.03,4.4,0.69
"5518",24.99,6590,0.6,0.31,0.01,0.03,0.05,4.4,0.99,24.99,19625,0.77,0.11,0.09,0.01,0.02,4.6,0.72,14.99,7193,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,12540,0.75,0.1,0.07,0.06,0.02,4.5,0.99
"5519",28.99,8242,0.62,0.32,0.02,0.02,0.02,4.5,0.68,24.99,9222,0.86,0.04,0.01,0.01,0.08,4.6,1.3,16.99,5387,0.53,0.37,0.06,0.02,0.02,4.4,0.7,18.99,5900,0.61,0.3,0.02,0.02,0.05,4.4,0.99
"5520",28.99,5606,0.8,0.08,0.03,0.01,0.08,4.5,1.31,24.99,19711,0.77,0.11,0.03,0.01,0.08,4.5,1.31,16.99,8353,0.82,0.06,0.05,0.03,0.04,4.6,1.02,18.99,9232,0.77,0.11,0.03,0.01,0.08,4.5,1.28
"5521",24.99,16360,0.8,0.08,0.03,0.01,0.08,4.5,1.31,28.99,16820,0.7,0.2,0.03,0.03,0.04,4.5,1.01,18.99,19401,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,16835,0.72,0.1,0.09,0.04,0.05,4.4,1.3
"5522",28.99,14331,0.87,0.02,0.02,0.02,0.07,4.6,1.28,24.99,10658,0.72,0.12,0.08,0.01,0.07,4.4,1.28,14.99,9064,0.88,0.01,0.01,0.03,0.07,4.6,1.28,14.99,16671,0.67,0.17,0.1,0.02,0.04,4.4,1.01
"5523",24.99,12143,0.75,0.12,0.07,0.02,0.04,4.5,1.02,26.99,17897,0.8,0.08,0.03,0.01,0.08,4.5,1.31,16.99,8897,0.66,0.24,0.06,0.02,0.02,4.5,0.71,16.99,9455,0.68,0.12,0.12,0.07,0.01,4.4,1
"5524",26.99,8587,0.66,0.24,0.06,0.02,0.02,4.5,0.71,24.99,17742,0.72,0.13,0.07,0.05,0.03,4.5,0.99,18.99,15882,0.75,0.12,0.07,0.02,0.04,4.5,1.02,18.99,16048,0.69,0.15,0.08,0.02,0.06,4.4,1.28
"5525",28.99,12762,0.7,0.2,0.03,0.03,0.04,4.5,0.99,26.99,8916,0.78,0.12,0.01,0.01,0.08,4.5,1.31,14.99,10181,0.79,0.13,0.01,0.01,0.06,4.6,1,14.99,8886,0.77,0.11,0.03,0.01,0.08,4.5,1.31
"5526",28.99,12912,0.72,0.13,0.08,0.04,0.03,4.5,0.99,26.99,17378,0.72,0.14,0.04,0.03,0.07,4.4,1.32,18.99,10947,0.7,0.2,0.03,0.03,0.04,4.5,1.01,14.99,6799,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"5527",28.99,10449,0.57,0.28,0.11,0.03,0.01,4.4,0.72,26.99,10675,0.77,0.11,0.07,0.04,0.01,4.6,0.7,16.99,10809,0.77,0.11,0.01,0.05,0.06,4.5,1.29,16.99,17642,0.69,0.21,0.04,0.01,0.05,4.5,0.98
"5528",26.99,18924,0.7,0.2,0.03,0.03,0.04,4.5,0.99,26.99,12305,0.63,0.3,0.03,0.01,0.03,4.5,0.7,16.99,8120,0.67,0.17,0.1,0.02,0.04,4.4,1.01,16.99,5494,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"5529",24.99,6140,0.55,0.33,0.09,0.01,0.02,4.4,0.72,24.99,16972,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,17465,0.55,0.33,0.09,0.01,0.02,4.4,0.72,18.99,11357,0.7,0.2,0.03,0.03,0.04,4.5,0.99
"5530",24.99,12516,0.75,0.16,0.05,0.02,0.02,4.6,0.71,24.99,13076,0.82,0.06,0.04,0.04,0.04,4.6,1,16.99,7615,0.62,0.31,0.03,0.01,0.03,4.5,0.7,18.99,15365,0.82,0.1,0.01,0.03,0.04,4.6,0.99
"5531",26.99,14782,0.68,0.12,0.12,0.07,0.01,4.4,1,24.99,14901,0.8,0.11,0.02,0.01,0.06,4.6,1.01,14.99,16751,0.73,0.18,0.04,0.03,0.02,4.6,0.69,18.99,16451,0.71,0.11,0.1,0.01,0.07,4.4,1.32
"5532",28.99,19508,0.55,0.33,0.09,0.01,0.02,4.4,0.72,28.99,9217,0.73,0.1,0.09,0.01,0.07,4.4,1.3,16.99,7637,0.71,0.18,0.04,0.02,0.05,4.5,1,18.99,7887,0.74,0.11,0.08,0.04,0.03,4.5,1
"5533",26.99,12320,0.69,0.21,0.04,0.01,0.05,4.5,0.98,24.99,7416,0.71,0.18,0.04,0.02,0.05,4.5,1,14.99,18732,0.57,0.28,0.11,0.03,0.01,4.4,0.72,14.99,13258,0.62,0.31,0.03,0.01,0.03,4.5,0.7
"5534",26.99,19432,0.67,0.17,0.1,0.02,0.04,4.4,1.01,26.99,6277,0.57,0.32,0.07,0.03,0.01,4.4,0.7,16.99,10013,0.75,0.16,0.05,0.02,0.02,4.6,0.71,16.99,6120,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"5535",28.99,16295,0.81,0.08,0.03,0.04,0.04,4.6,1,24.99,10127,0.87,0.02,0.02,0.02,0.07,4.6,1.28,14.99,15320,0.77,0.12,0.02,0.01,0.08,4.5,1.31,14.99,6537,0.74,0.11,0.08,0.04,0.03,4.5,1
"5536",26.99,8136,0.62,0.31,0.03,0.01,0.03,4.5,0.69,24.99,9473,0.79,0.09,0.01,0.05,0.06,4.5,1.3,16.99,13521,0.55,0.33,0.09,0.01,0.02,4.4,0.72,16.99,11447,0.76,0.13,0.08,0.01,0.02,4.6,0.68
"5537",26.99,9945,0.8,0.11,0.02,0.01,0.06,4.6,1.01,26.99,7112,0.66,0.26,0.04,0.02,0.02,4.5,0.71,16.99,7922,0.71,0.18,0.04,0.02,0.05,4.5,1,16.99,8895,0.8,0.11,0.02,0.01,0.06,4.6,1.01
"5538",28.99,10837,0.62,0.29,0.02,0.02,0.05,4.4,1.02,24.99,10191,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,17662,0.63,0.32,0.01,0.01,0.03,4.5,0.69,16.99,15121,0.77,0.11,0.03,0.01,0.08,4.5,1.31
"5539",24.99,9146,0.67,0.17,0.1,0.02,0.04,4.4,1.01,26.99,5914,0.72,0.13,0.07,0.05,0.03,4.5,0.99,14.99,18082,0.68,0.12,0.12,0.07,0.01,4.4,1,14.99,15916,0.62,0.32,0.02,0.02,0.02,4.5,0.68
"5540",24.99,19731,0.83,0.05,0.05,0.04,0.03,4.6,0.99,24.99,9441,0.71,0.19,0.03,0.03,0.04,4.5,1.01,16.99,13359,0.77,0.11,0.07,0.04,0.01,4.6,0.7,18.99,19032,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"5541",26.99,17689,0.69,0.15,0.08,0.02,0.06,4.4,1.28,24.99,14937,0.74,0.11,0.08,0.04,0.03,4.5,1,18.99,15558,0.64,0.24,0.05,0.03,0.04,4.4,1,16.99,18039,0.69,0.17,0.04,0.04,0.06,4.4,1.3
"5542",24.99,6923,0.81,0.1,0.02,0.02,0.05,4.6,0.99,26.99,13080,0.78,0.12,0.01,0.01,0.08,4.5,1.31,18.99,14078,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,14443,0.72,0.13,0.07,0.05,0.03,4.5,0.99
"5543",28.99,12362,0.66,0.14,0.14,0.03,0.03,4.4,1.02,24.99,7885,0.81,0.08,0.03,0.04,0.04,4.6,1,18.99,12329,0.75,0.12,0.08,0.04,0.01,4.6,0.69,16.99,11093,0.71,0.16,0.05,0.01,0.07,4.4,1.3
"5544",24.99,11980,0.77,0.11,0.01,0.05,0.06,4.5,1.29,26.99,10128,0.82,0.06,0.05,0.03,0.04,4.6,1.02,18.99,12439,0.78,0.11,0.08,0.01,0.02,4.6,0.7,14.99,16687,0.87,0.02,0.02,0.01,0.08,4.6,1.29
"5545",28.99,8982,0.61,0.3,0.01,0.04,0.04,4.4,1.01,24.99,7972,0.66,0.17,0.12,0.01,0.04,4.4,0.99,18.99,16784,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,6996,0.81,0.08,0.03,0.04,0.04,4.6,1
"5546",26.99,10990,0.53,0.37,0.06,0.02,0.02,4.4,0.7,26.99,11009,0.82,0.1,0.01,0.03,0.04,4.6,0.99,16.99,10000,0.77,0.11,0.03,0.02,0.07,4.5,1.3,18.99,5358,0.79,0.13,0.01,0.01,0.06,4.6,1
"5547",26.99,6837,0.77,0.11,0.09,0.01,0.02,4.6,0.72,28.99,5762,0.85,0.05,0.01,0.01,0.08,4.6,1.3,14.99,18119,0.6,0.31,0.01,0.03,0.05,4.4,0.99,18.99,16682,0.79,0.09,0.01,0.05,0.06,4.5,1.3
"5548",24.99,15075,0.62,0.31,0.03,0.01,0.03,4.5,0.7,26.99,12149,0.83,0.05,0.05,0.04,0.03,4.6,0.99,16.99,19349,0.69,0.21,0.04,0.01,0.05,4.5,0.98,18.99,12753,0.71,0.18,0.04,0.02,0.05,4.5,1
"5549",24.99,16163,0.71,0.19,0.03,0.03,0.04,4.5,1.01,28.99,16422,0.61,0.3,0.01,0.04,0.04,4.4,1.01,14.99,6502,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,10194,0.66,0.2,0.11,0.02,0.01,4.5,0.69
"5550",28.99,14967,0.82,0.06,0.04,0.04,0.04,4.6,1,24.99,14845,0.66,0.2,0.11,0.02,0.01,4.5,0.69,14.99,19962,0.67,0.17,0.1,0.02,0.04,4.4,1.01,18.99,14517,0.71,0.18,0.04,0.02,0.05,4.5,1
"5551",28.99,9240,0.86,0.03,0.02,0.01,0.08,4.6,1.3,26.99,17732,0.87,0.01,0.02,0.03,0.07,4.6,1.29,16.99,12343,0.71,0.16,0.05,0.01,0.07,4.4,1.3,14.99,9103,0.83,0.05,0.05,0.04,0.03,4.6,0.99
"5552",24.99,13833,0.82,0.1,0.01,0.03,0.04,4.6,0.99,28.99,9004,0.7,0.2,0.03,0.03,0.04,4.5,0.99,16.99,7343,0.77,0.11,0.03,0.01,0.08,4.5,1.28,14.99,13041,0.79,0.13,0.01,0.01,0.06,4.6,1
"5553",28.99,13910,0.78,0.12,0.01,0.01,0.08,4.5,1.31,26.99,16173,0.87,0.02,0.02,0.02,0.07,4.6,1.28,18.99,16233,0.77,0.11,0.01,0.05,0.06,4.5,1.29,18.99,17310,0.83,0.05,0.05,0.04,0.03,4.6,0.99
"5554",24.99,15593,0.61,0.3,0.02,0.02,0.05,4.4,0.99,26.99,10505,0.82,0.06,0.05,0.03,0.04,4.6,1.02,14.99,5010,0.56,0.32,0.09,0.02,0.01,4.4,0.68,18.99,11933,0.71,0.19,0.03,0.03,0.04,4.5,1.01
"5555",26.99,13202,0.76,0.13,0.08,0.01,0.02,4.6,0.68,28.99,9055,0.77,0.11,0.03,0.01,0.08,4.5,1.28,14.99,5292,0.77,0.12,0.02,0.01,0.08,4.5,1.31,16.99,5355,0.62,0.32,0.02,0.02,0.02,4.5,0.68
"5556",26.99,11447,0.77,0.11,0.07,0.04,0.01,4.6,0.7,28.99,9019,0.77,0.11,0.03,0.01,0.08,4.5,1.28,14.99,17757,0.8,0.08,0.01,0.05,0.06,4.5,1.3,16.99,14997,0.88,0.01,0.01,0.03,0.07,4.6,1.28
"5557",28.99,6837,0.56,0.32,0.09,0.02,0.01,4.4,0.68,26.99,18933,0.77,0.11,0.01,0.05,0.06,4.5,1.29,16.99,12240,0.87,0.01,0.01,0.05,0.06,4.6,1.28,14.99,13215,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"5558",24.99,11063,0.73,0.19,0.04,0.01,0.03,4.6,0.72,24.99,5424,0.77,0.11,0.03,0.01,0.08,4.5,1.28,18.99,10086,0.78,0.12,0.01,0.01,0.08,4.5,1.31,18.99,19603,0.66,0.24,0.06,0.02,0.02,4.5,0.71
"5559",26.99,11160,0.62,0.31,0.03,0.01,0.03,4.5,0.7,24.99,12320,0.52,0.41,0.03,0.01,0.03,4.4,0.68,16.99,6266,0.75,0.12,0.08,0.04,0.01,4.6,0.69,16.99,6176,0.8,0.08,0.01,0.05,0.06,4.5,1.3
"5560",28.99,16383,0.78,0.11,0.08,0.01,0.02,4.6,0.7,26.99,6921,0.71,0.19,0.03,0.03,0.04,4.5,1.01,18.99,7621,0.57,0.28,0.11,0.03,0.01,4.4,0.72,14.99,5258,0.57,0.28,0.11,0.03,0.01,4.4,0.72
"5561",28.99,9481,0.61,0.23,0.14,0.01,0.01,4.4,0.71,24.99,5765,0.68,0.12,0.12,0.07,0.01,4.4,1,18.99,11463,0.62,0.32,0.02,0.02,0.02,4.5,0.68,16.99,7913,0.71,0.19,0.03,0.03,0.04,4.5,1.01
"5562",24.99,7072,0.67,0.17,0.1,0.02,0.04,4.4,1.01,24.99,10492,0.62,0.32,0.02,0.02,0.02,4.5,0.68,16.99,18079,0.61,0.3,0.02,0.02,0.05,4.4,0.99,14.99,9559,0.66,0.17,0.12,0.01,0.04,4.4,0.99
"5563",28.99,7005,0.81,0.11,0.01,0.02,0.05,4.6,1,28.99,19005,0.71,0.16,0.05,0.01,0.07,4.4,1.3,16.99,15400,0.73,0.19,0.04,0.01,0.03,4.6,0.72,14.99,5829,0.8,0.08,0.03,0.01,0.08,4.5,1.31
"5564",28.99,6933,0.82,0.06,0.04,0.04,0.04,4.6,1,24.99,15351,0.66,0.17,0.12,0.01,0.04,4.4,0.99,18.99,10407,0.52,0.41,0.03,0.01,0.03,4.4,0.68,18.99,16520,0.78,0.12,0.01,0.01,0.08,4.5,1.31
"5565",24.99,12796,0.87,0.02,0.02,0.01,0.08,4.6,1.29,28.99,8857,0.73,0.1,0.09,0.01,0.07,4.4,1.3,14.99,13930,0.69,0.15,0.08,0.02,0.06,4.4,1.28,18.99,15277,0.67,0.17,0.1,0.02,0.04,4.4,1.01
"5566",26.99,7464,0.73,0.19,0.04,0.01,0.03,4.6,0.72,26.99,19940,0.87,0.02,0.02,0.02,0.07,4.6,1.28,16.99,18894,0.8,0.09,0.02,0.02,0.07,4.5,1.29,16.99,14878,0.69,0.17,0.04,0.04,0.06,4.4,1.3
"5567",24.99,8490,0.6,0.31,0.01,0.03,0.05,4.4,0.99,26.99,13386,0.72,0.13,0.08,0.04,0.03,4.5,0.99,14.99,15767,0.67,0.17,0.1,0.02,0.04,4.4,1.01,16.99,7505,0.77,0.11,0.01,0.05,0.06,4.5,1.29
"5568",28.99,12850,0.78,0.12,0.01,0.01,0.08,4.5,1.31,24.99,14058,0.74,0.11,0.08,0.04,0.03,4.5,1,18.99,11423,0.7,0.2,0.03,0.03,0.04,4.5,0.99,14.99,10706,0.82,0.06,0.05,0.03,0.04,4.6,1.02
"5569",24.99,17446,0.68,0.12,0.12,0.07,0.01,4.4,1,24.99,18580,0.79,0.13,0.01,0.01,0.06,4.6,1,18.99,9732,0.66,0.17,0.12,0.01,0.04,4.4,0.99,14.99,19841,0.84,0.07,0.01,0.04,0.04,4.6,1.01
"5570",24.99,7669,0.79,0.09,0.01,0.05,0.06,4.5,1.3,24.99,14243,0.81,0.08,0.03,0.04,0.04,4.6,1,16.99,5926,0.62,0.31,0.03,0.01,0.03,4.5,0.69,18.99,17161,0.85,0.05,0.01,0.01,0.08,4.6,1.3
"5571",24.99,8898,0.84,0.07,0.01,0.04,0.04,4.6,1.01,24.99,9688,0.76,0.13,0.08,0.01,0.02,4.6,0.68,18.99,18668,0.87,0.02,0.02,0.02,0.07,4.6,1.28,14.99,15195,0.56,0.32,0.09,0.02,0.01,4.4,0.68
"5572",24.99,7201,0.56,0.32,0.09,0.02,0.01,4.4,0.68,26.99,11901,0.77,0.11,0.03,0.02,0.07,4.5,1.3,16.99,8714,0.54,0.41,0.01,0.01,0.03,4.4,0.69,16.99,5071,0.71,0.16,0.03,0.04,0.06,4.4,1.28
"5573",26.99,19416,0.8,0.11,0.02,0.01,0.06,4.6,1.01,28.99,5147,0.83,0.05,0.05,0.04,0.03,4.6,0.99,18.99,7406,0.6,0.31,0.01,0.03,0.05,4.4,0.99,16.99,18400,0.76,0.12,0.09,0.02,0.01,4.6,0.69
"5574",24.99,17182,0.77,0.11,0.07,0.04,0.01,4.6,0.7,28.99,17080,0.66,0.14,0.14,0.03,0.03,4.4,1.02,16.99,15741,0.65,0.22,0.06,0.03,0.04,4.4,0.99,14.99,19617,0.77,0.11,0.03,0.01,0.08,4.5,1.31
"5575",26.99,15197,0.7,0.2,0.03,0.03,0.04,4.5,1.01,28.99,10170,0.73,0.1,0.09,0.01,0.07,4.4,1.3,18.99,9064,0.63,0.32,0.01,0.01,0.03,4.5,0.69,18.99,11015,0.72,0.13,0.08,0.04,0.03,4.5,0.99
"5576",26.99,14154,0.68,0.18,0.12,0.01,0.01,4.5,0.7,26.99,6924,0.61,0.3,0.01,0.04,0.04,4.4,1.01,14.99,12927,0.71,0.16,0.03,0.04,0.06,4.4,1.28,14.99,19374,0.71,0.18,0.04,0.02,0.05,4.5,1
"5577",24.99,5476,0.63,0.32,0.01,0.01,0.03,4.5,0.69,26.99,5881,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,14640,0.66,0.2,0.11,0.02,0.01,4.5,0.69,18.99,13297,0.8,0.11,0.02,0.01,0.06,4.6,1.01
"5578",28.99,17959,0.86,0.03,0.02,0.01,0.08,4.6,1.3,28.99,8349,0.71,0.11,0.1,0.01,0.07,4.4,1.32,14.99,17794,0.77,0.11,0.03,0.01,0.08,4.5,1.28,14.99,18306,0.71,0.18,0.04,0.02,0.05,4.5,1
"5579",24.99,10167,0.71,0.11,0.1,0.01,0.07,4.4,1.32,26.99,9208,0.63,0.3,0.03,0.01,0.03,4.5,0.7,14.99,17472,0.78,0.11,0.08,0.01,0.02,4.6,0.7,18.99,6812,0.75,0.16,0.05,0.02,0.02,4.6,0.71
